Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month
04/10/2022,15:41:00,04/10/2022,15:50:00,Arkansas: Pulaski County;,SERC,System Operations,5,Unknown,2022,April,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
04/11/2022,09:15:00,04/13/2022,08:00:00,"Oregon: Multnomah County, Clackamas County, Marion County, Yamhill County, Washington County;",WECC,Severe Weather,3140,73717,2022,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/11/2022,21:37:00,04/11/2022,22:14:00,California: Riverside County;,WECC,Actual Physical Attack,2,1337,2022,April,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
04/11/2022,20:33:00,04/11/2022,20:40:00,Maryland: Calvert County;,RF,Suspicious Activity,0,0,2022,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
04/11/2022,20:33:00,04/11/2022,20:40:00,Maryland: Calvert County;,RF,Suspicious Activity,0,0,2022,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
04/12/2022,17:42:00,04/12/2022,18:38:00,Arkansas: Ouachita County;,SERC,Actual Physical Attack,0,0,2022,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/13/2022,22:04:00,04/14/2022,00:02:00,Louisiana: Iberia Parish;,SERC,System Operations,7,2429,2022,April,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
04/14/2022,05:59:00,04/14/2022,06:13:00,California: Los Angeles County;,WECC,Transmission Interruption,164,262268,2022,April,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
04/16/2022,12:17:00,Unknown,Unknown,Missouri:,SERC/RF,Generation Inadequacy,0,0,2022,April,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
04/16/2022,11:08:00,Unknown,Unknown,Iowa: Polk County; Illinois:,SERC/MRO,System Operations,0,0,2022,April,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
04/16/2022,10:45:00,Unknown,Unknown,Washington:,WECC,Suspicious Activity,0,0,2022,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
04/16/2022,17:44:00,Unknown,Unknown,California:,WECC,System Operations,9290,Unknown,2022,April,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
04/16/2022,05:30:00,04/16/2022,11:38:00,California: Shasta County;,WECC,System Operations,0,0,2022,April,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
04/16/2022,22:55:00,04/16/2022,22:57:00,Pennsylvania: York County;,RF,Suspicious Activity,0,0,2022,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
04/19/2022,06:00:00,Unknown,Unknown,New York:,NPCC,Severe Weather,Unknown,97000,2022,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/19/2022,08:41:00,04/19/2022,12:10:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,67754,2022,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/19/2022,04:07:00,Unknown,Unknown,"New York: Broome County, Chemung County, Chenango County, Clinton County, Columbia County, Cortland County, Delaware County, Dutchess County, Erie County, Essex County, Greene County, Hamilton County, Herkimer County, Madison County, Oneida County, Otsego County, Putnam County, Saratoga County, Schoharie County, Schuyler County, Steuben County, Sullivan County, Tioga County, Tompkins County, Ulster County, Westchester County;",NPCC,Severe Weather,Unknown,84033,2022,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/22/2022,23:00:00,04/24/2022,16:00:00,North Dakota:,MRO,Severe Weather,1000,Unknown,2022,April,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,
04/22/2022,23:16:00,04/24/2022,16:00:00,"North Dakota: Mountrail County, Williams County, Ward County, Burke County, Bottineau County, McLean County, Walsh County, Bowman County, Stark County, Dunn County, Mercer County; Montana: Wibaux County, Richland County;",WECC/MRO,Severe Weather,Unknown,Unknown,2022,April,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
04/23/2022,15:38:00,04/24/2022,04:00:00,"North Dakota: Mountrail County, Williams County;",MRO,Severe Weather,480,18430,2022,April,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,
04/23/2022,19:42:00,04/24/2022,16:17:00,"Iowa: Polk County, Warren County; Illinois:",SERC/MRO,Severe Weather,43,22400,2022,April,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
04/26/2022,14:27:00,Unknown,Unknown,Minnesota: Chisago County;,MRO,Vandalism,17,0,2022,April,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
04/26/2022,08:54:00,04/26/2022,08:55:00,California: Sacramento County;,WECC,Vandalism,0,0,2022,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/27/2022,09:00:00,04/27/2022,09:01:00,Ohio: Muskingum County;,RF,Suspicious Activity,Unknown,Unknown,2022,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
04/28/2022,07:56:00,04/28/2022,08:48:00,North Carolina: South Carolina:,SERC,System Operations,74,Unknown,2022,April,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
04/28/2022,15:45:00,Unknown,Unknown,New Mexico: San Juan County;,WECC,Suspicious Activity,0,0,2022,April,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
04/29/2022,07:05:00,04/29/2022,07:06:00,California:,WECC,Vandalism,0,0,2022,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
05/02/2022,14:24:00,05/02/2022,14:25:00,California:,WECC,Vandalism,Unknown,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/03/2022,06:42:00,05/03/2022,13:59:00,New Hampshire: Carroll County;,NPCC,Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/03/2022,00:17:00,05/04/2022,12:00:00,Louisiana:,SERC,Actual Physical Attack,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/04/2022,14:07:00,05/05/2022,01:57:00,Michigan: Wayne County;,RF,System Operations,Unknown,0,2022,May,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/05/2022,13:06:00,05/05/2022,14:06:00,Arkansas:,SERC,Transmission Interruption,Unknown,0,2022,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
05/06/2022,03:02:00,05/06/2022,03:34:00,Michigan: Jackson County;,RF,Fuel Supply Deficiency,0,0,2022,May,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/09/2022,16:25:00,05/09/2022,17:10:00,Texas: Haskell County;,TRE,Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/09/2022,16:25:00,05/09/2022,17:10:00,Texas: Haskell County;,TRE,Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/11/2022,18:00:00,05/11/2022,22:42:00,Minnesota:,MRO,Severe Weather,Unknown,105000,2022,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/11/2022,10:00:00,05/11/2022,10:01:00,Iowa: Clinton County;,MRO,Vandalism,0,0,2022,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/12/2022,16:50:00,05/13/2022,02:48:00,South Dakota: Davison County;,MRO,Transmission Interruption,Unknown,Unknown,2022,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
05/12/2022,14:58:00,05/12/2022,14:59:00,Mississippi: Harrison County;,SERC,Actual Physical Attack/Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/12/2022,14:58:00,05/12/2022,14:59:00,Mississippi: Lamar County;,SERC,Actual Physical Attack/Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/12/2022,01:00:00,05/12/2022,01:10:00,Texas: Frio County;,TRE,Suspicious Activity,0,0,2022,May,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
05/12/2022,10:44:00,05/12/2022,13:34:00,"Missouri: Barry County, Dade County, Lawrence County;",SERC,Transmission Interruption,800,0,2022,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
05/14/2022,15:05:00,05/14/2022,16:30:00,Texas:,TRE,System Operations,0,0,2022,May,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/15/2022,23:30:00,05/17/2022,23:45:00,"Texas: Collin County, Dallas County, Denton County, Ellis County, Grayson County, Henderson County, Hunt County, Kaufman County, Navarro County, Rockwall County, Smith County, Tarrant County, Van Zandt County;",TRE,Severe Weather,Unknown,150000,2022,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/15/2022,21:00:00,05/15/2022,21:10:00,Pennsylvania: Montgomery County;,RF,Suspicious Activity,0,0,2022,May,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
05/15/2022,21:00:00,05/15/2022,21:10:00,Pennsylvania: Montgomery County;,RF,Suspicious Activity,0,0,2022,May,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
05/16/2022,05:00:00,05/16/2022,05:01:00,"California: Solano County, Santa Clara County;",WECC,Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/16/2022,16:03:00,05/16/2022,19:32:00,Arizona: Pima County;,WECC,System Operations,0,0,2022,May,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/17/2022,12:10:00,Unknown,Unknown,New Mexico: Roosevelt County;,WECC,Transmission Interruption,25,Unknown,2022,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
05/18/2022,17:00:00,05/31/2022,12:00:00,New Mexico: San Juan County;,WECC,Fuel Supply Deficiency,560,0,2022,May,Fuel supply emergencies that could impact electric power system adequacy or reliability,
05/18/2022,11:00:00,05/18/2022,16:34:00,Idaho: Madison County;,WECC,Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/18/2022,15:30:00,05/18/2022,16:30:00,Pennsylvania: Philadelphia County;,RF,Suspicious Activity,0,0,2022,May,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
05/20/2022,17:26:00,05/20/2022,17:33:00,New York:,NPCC,Transmission Interruption,0,0,2022,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
05/20/2022,08:48:00,Unknown,Unknown,"New York: Broome County, Monroe County;",NPCC,Suspicious Activity,0,0,2022,May,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
05/21/2022,21:53:00,05/22/2022,00:28:00,Missouri: Jackson County;,SERC,Actual Physical Attack,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/22/2022,02:30:00,05/22/2022,18:52:00,Texas: Harris County;,TRE,Severe Weather,Unknown,52172,2022,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/22/2022,22:40:00,05/22/2022,23:16:00,Maine:,NPCC,System Operations,0,0,2022,May,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/25/2022,06:42:00,05/25/2022,06:43:00,California: Siskiyou County;,WECC,Actual Physical Attack,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
05/27/2022,07:56:00,05/27/2022,08:38:00,Arizona: California: Nevada: New Mexico:,WECC,System Operations,0,0,2022,May,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/27/2022,05:19:00,05/27/2022,06:00:00,Ohio: Cuyahoga County;,RF,Suspicious Activity,0,0,2022,May,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
05/29/2022,16:41:00,05/31/2022,11:29:00,Pennsylvania: York County;,RF,Transmission Interruption,0,0,2022,May,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
05/29/2022,01:18:00,05/29/2022,01:50:00,Pennsylvania: Montgomery County;,RF,System Operations,0,0,2022,May,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
05/30/2022,14:10:00,05/31/2022,05:58:00,California: San Diego County;,WECC,System Operations,0,0,2022,May,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
05/31/2022,13:58:00,05/31/2022,13:59:00,Texas: Travis County;,TRE,Vandalism,0,0,2022,May,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
06/01/2022,10:47:00,06/01/2022,10:48:00,Utah: California: Oregon: Umatilla County;,WECC,Vandalism,0,0,2022,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
06/02/2022,08:20:00,Unknown,Unknown,California: Imperial County;,WECC,Vandalism,0,0,2022,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
06/03/2022,03:48:00,06/03/2022,03:49:00,Georgia: DeKalb County;,SERC,Vandalism,0,0,2022,June,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",
06/04/2022,12:59:00,06/05/2022,02:15:00,Texas: Ector County;,TRE,Generation Inadequacy,0,0,2022,June,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",
06/05/2022,15:20:00,06/05/2022,20:12:00,California:,WECC,Generation Inadequacy,Unknown,Unknown,2022,June,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,
06/06/2022,10:21:00,06/06/2022,10:24:00,California: Shasta County;,WECC,System Operations,13,4000,2022,June,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
06/08/2022,01:00:00,06/08/2022,06:00:00,"Missouri: Clay County, Jackson County; Kansas: Johnson County;",SERC/MRO,Severe Weather/Transmission Interruption,Unknown,91188,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/08/2022,00:00:00,06/08/2022,04:00:00,Kansas: Missouri: Nebraska:,SERC/MRO,Severe Weather,Unknown,62000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/08/2022,01:00:00,06/08/2022,04:00:00,Missouri:,SERC,Severe Weather/Distribution Interruption,Unknown,60000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/09/2022,02:33:00,06/09/2022,06:49:00,Texas: Dallas County;,TRE,Suspicious Activity,0,0,2022,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
06/09/2022,07:00:00,06/09/2022,07:05:00,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,WECC,Vandalism,0,0,2022,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
06/10/2022,12:08:00,06/10/2022,21:30:00,Texas: El Paso County;,TRE,Actual Physical Attack/Vandalism,0,0,2022,June,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,
06/10/2022,20:27:00,06/10/2022,21:30:00,California: Kern County;,WECC,System Operations,100,39094,2022,June,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,
06/10/2022,20:20:00,06/10/2022,20:28:00,California: Kern County;,WECC,System Operations,100,Unknown,2022,June,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,
06/10/2022,08:45:00,Unknown,Unknown,California:,WECC,System Operations,13437,445,2022,June,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
06/12/2022,23:30:00,06/13/2022,23:30:00,Ohio: West Virginia: Virginia: Indiana:,SERC/RF,Severe Weather/Transmission Interruption,14000,100000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/13/2022,18:00:00,06/14/2022,18:15:00,Ohio: Kentucky:,SERC/RF,Severe Weather/Transmission Interruption,Unknown,162551,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/13/2022,23:54:00,06/14/2022,00:45:00,Michigan:,RF,System Operations,0,0,2022,June,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
06/14/2022,13:46:00,Unknown,Unknown,Ohio:,RF,System Operations,373,Unknown,2022,June,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,
06/14/2022,00:00:00,06/14/2022,06:00:00,Washington: Grant County;,WECC,Actual Physical Attack/Vandalism,0,0,2022,June,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
06/15/2022,21:00:00,Unknown,Unknown,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;",RF/MRO,Severe Weather,90,57000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/15/2022,10:45:00,06/15/2022,13:45:00,Michigan: Wayne County;,RF,System Operations,0,0,2022,June,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
06/16/2022,16:31:00,06/16/2022,20:07:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,77908,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/16/2022,03:51:00,06/16/2022,06:30:00,Washington: Lewis County;,WECC,Suspicious Activity,35,7500,2022,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
06/17/2022,18:45:00,06/18/2022,13:32:00,North Carolina:,SERC,Severe Weather,Unknown,44000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/17/2022,17:30:00,06/19/2022,21:15:00,West Virginia: Virginia: Kentucky:,SERC/RF,Severe Weather,Unknown,150000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/17/2022,17:37:00,06/18/2022,00:54:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,91056,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/17/2022,06:02:00,Unknown,Unknown,Illinois: Missouri:,SERC/RF,Severe Weather,Unknown,80000,2022,June,Cyber event that could potentially impact electric power system adequacy or reliability,
06/20/2022,12:54:00,06/20/2022,14:23:00,Minnesota: Hennepin County;,MRO,System Operations,0,15604,2022,June,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
06/22/2022,16:56:00,06/23/2022,02:00:00,Virginia:,SERC/RF,Severe Weather/Distribution Interruption,Unknown,100000,2022,June," Loss of electric service to more than 50,000 customers for 1 hour or more",
06/23/2022,12:41:00,06/23/2022,13:41:00,New Jersey: Cape May County;,NPCC,Suspicious Activity,0,0,2022,June,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
06/23/2022,10:55:00,Unknown,Unknown,California:,WECC,Fuel Supply Deficiency,0,0,2022,June,Fuel supply emergencies that could impact electric power system adequacy or reliability,
06/24/2022,23:09:00,06/25/2022,00:00:00,Louisiana:,SERC,Fuel Supply Deficiency,Unknown,Unknown,2022,June,Fuel supply emergencies that could impact electric power system adequacy or reliability,
06/26/2022,17:05:00,06/26/2022,22:42:00,Nevada: Clark County;,WECC,Vandalism,0,0,2022,June,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
06/27/2022,17:07:00,06/28/2022,01:42:00,Michigan: Wayne County;,RF/MRO,System Operations,0,0,2022,June,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
06/27/2022,14:26:00,06/28/2022,03:56:00,Texas: Victoria County;,TRE,Severe Weather,14,2491,2022,June,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
06/27/2022,06:21:00,06/27/2022,07:26:00,Texas:,TRE,System Operations,0,0,2022,June,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
06/28/2022,09:27:00,06/28/2022,10:42:00,Texas: Travis County;,TRE,System Operations,0,0,2022,June,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
06/28/2022,09:39:00,06/28/2022,09:40:00,Kentucky: Clark County;,SERC,Suspicious Activity,0,0,2022,June,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
06/30/2022,19:58:00,06/30/2022,20:50:00,Michigan: Wayne County;,RF,System Operations,0,0,2022,June,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
07/01/2022,11:45:00,Unknown,Unknown,California: Kern County;,WECC,Vandalism,20,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/03/2022,10:30:00,07/03/2022,10:40:00,California: Contra Costa County;,WECC,Vandalism,0,0,2022,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/03/2022,05:18:00,07/03/2022,08:24:00,Oklahoma:,MRO,Vandalism,0,0,2022,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/03/2022,11:02:00,Unknown,Unknown,California: Kern County;,WECC,Actual Physical Attack,Unknown,1079,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/04/2022,18:21:00,Unknown,Unknown,California: Amador County;,WECC,System Operations,3,3001,2022,July,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
07/05/2022,08:00:00,07/05/2022,08:06:00,Washington: Pierce County; Oregon: Idaho: Montana:,WECC,Actual Physical Attack,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/05/2022,20:46:00,07/05/2022,21:40:00,Iowa: Illinois:,RF/SERC,System Operations,0,0,2022,July,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
07/06/2022,14:39:00,07/07/2022,03:54:00,Ohio: Kentucky:,RF/SERC,Severe Weather/Transmission Interruption,Unknown,104700,2022,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/06/2022,16:23:00,07/06/2022,16:35:00,Virginia: Fluvanna County;,SERC,Suspicious Activity,0,0,2022,July,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
07/06/2022,06:18:00,07/06/2022,06:19:00,Kentucky: Nelson County;,SERC,Vandalism,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/06/2022,12:40:00,07/06/2022,12:41:00,Utah: California: Oregon: Douglas County;,WECC,Vandalism,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/06/2022,01:58:00,Unknown,Unknown,Oklahoma: Okmulgee County;,MRO,Actual Physical Attack,25,4836,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/09/2022,02:47:00,07/09/2022,02:59:00,Louisiana: Rapides Parish;,SERC,System Operations,Unknown,4724,2022,July,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
07/10/2022,21:00:00,07/11/2022,20:00:00,Texas:,TRE,System Operations,Unknown,Unknown,2022,July,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,
07/11/2022,10:20:00,Unknown,Unknown,California: Los Angeles County;,WECC,Vandalism,2,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/12/2022,16:00:00,Unknown,Unknown,"Maryland: Baltimore County, Carroll County, Harford County;",RF,Severe Weather,800,165000,2022,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/12/2022,10:45:00,07/12/2022,11:00:00,Washington: Oregon: Clatsop County; Idaho: Montana:,WECC,Actual Physical Attack,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/12/2022,18:00:00,07/12/2022,22:00:00,District of Columbia: Maryland:,RF,Severe Weather,Unknown,50200,2022,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/13/2022,11:30:00,07/13/2022,21:00:00,Texas:,TRE,System Operations,Unknown,Unknown,2022,July,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,
07/13/2022,10:00:00,07/13/2022,13:00:00,Colorado: La Plata County;,WECC,Vandalism,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/15/2022,07:10:00,07/15/2022,07:11:00,Nebraska: Wayne County;,MRO,Actual Physical Attack,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/18/2022,09:15:00,Unknown,Unknown,South Carolina:,SERC,Fuel Supply Deficiency,4500,0,2022,July,Fuel supply emergencies that could impact electric power system adequacy or reliability,
07/18/2022,13:09:00,07/18/2022,13:11:00,Oregon: Josephine County;,WECC,Vandalism,0,0,2022,July,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
07/19/2022,15:42:00,07/19/2022,16:12:00,Florida: Palm Beach County;,SERC,System Operations,0,0,2022,July,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
07/19/2022,15:42:00,07/19/2022,16:12:00,Florida: Palm Beach County;,SERC,System Operations,0,0,2022,July,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
